,headline,date,snippet,source,headline_sentiment,snippet_sentiment
344,BRIEF-Potash Corp of Saskatchewan not planning potash output cuts-CEO,27/07/2017,approached by China-basedinterests for its SQM stake* Potash Corp,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
345,Fitch Rates CNLP's Proposed USD Notes 'B(EXP)',25/07/2017,squaremetres (sqm) as ofend-2015 - in sharp contrast to a penetration sqm ofcompleted logisticproperties. CNLP is relatively stronger,reuters,0.0|1.0|0.0|0.0,0.0|0.852|0.148|0.3818
346,Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"Corp, Albemarle and Chile's SQM, is meanwhile flexing its collective leaders in this chase for more production are Chile's SQM and China's",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
347,CORRECTED-RPT-COLUMN-Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"and Chile's SQM, is meanwhileflexing its collective capacity muscles for more production areChile's SQM and China's Jiangxi Ganfeng Lithium",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
348,CORRECTED-COLUMN-Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"and Chile's SQM, is meanwhileflexing its collective capacity muscles for more production areChile's SQM and China's Jiangxi Ganfeng Lithium",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
349,"BRIEF-VIB Vermoegen ‍lets 9,500 sqm to Japanese manufacturer of mechanical components​",20/07/2017,"July 20 (Reuters) - VIB VERMOEGEN AG:* ‍LETS 9,500 SQM ON A LONG",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
350,"BRIEF-LSR Group H1 value of contracts RUB 26 billion, down 32%",19/07/2017,"July 19 (Reuters) - LSR GROUP* Q2 NEW CONTRACT SALES 117,000 SQM VERSUS 153,000 SQM YEARAGO* H1 VALUE OF CONTRACTS RUB 26 BILLION, DOWN",reuters,0.0|0.806|0.194|0.34,0.0|0.875|0.125|0.4824
351,BRIEF-Alstria Office leases Stuttgart property to German state,17/07/2017,"July 17 (Reuters) - Alstria Office Reit AG* Says leases 8,400 sqm",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
352,Fitch Downgrades Sunac to 'BB-'; Places On Watch Negative,12/07/2017,metres (sqm) in attributable gross floor area (GFA) at end-2016,reuters,0.316|0.684|0.0|-0.5719,0.256|0.744|0.0|-0.4767
353,METALS-London copper steadies near one-week low as dollar eases,05/07/2017,"in Chile's Sociedad Quimica Y Minera (SQM), one of the world's biggest",reuters,0.184|0.614|0.202|0.0516,0.0|1.0|0.0|0.0
354,Fitch Assigns Beijing Capital Group's Notes Final 'BBB' Rating,05/07/2017,million squaremetre (sqm) pieceof land directly held by the holdco develops its 3 million sqmDaxing land and 38million sq m of land,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
355,Exclusive: China's GSR eyes substantial stake in $9 billion Chilean lithium miner SQM - sources,05/07/2017,"holding in Chile's Sociedad Quimica Y Minera (SQM), one of the world's, but added there was no firm agreement.SQM is one of just a handful",reuters,0.0|0.784|0.216|0.3182,0.113|0.887|0.0|-0.4215
356,Fitch Affirms Sino-Ocean Group at 'BBB-'; Outlook Stable,28/06/2017,"for its land bank, with total gross floor area of4.8 million sqm",reuters,0.0|0.761|0.239|0.296,0.22|0.78|0.0|-0.4767
357,BRIEF-Beni Stabili to sell to Luxottica Group offices for about EUR 114.5 mln,27/06/2017,"TO SELL TO LUXOTTICA GROUP SPA ANASSET OF 11,705 SQM OF OFFICES LOCATED",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
358,BRIEF-Entra: New and extended lease contracts with Norconsult at Kjørbo in Sandvika,26/06/2017,"SIGNED A NEW 10-YEAR LEASE CONTRACT FOR3,950 SQM IN BLOCK 2 AT KJØRBO DURATION OF THEIRCURRENT LEASE CONTRACTS OF 10 950 SQM IN BLOCK 1, 9 AND 10",reuters,0.0|1.0|0.0|0.0,0.24|0.76|0.0|-0.8056
359,Fitch Affirms China Jinmao at 'BBB-'; Outlook Stable,23/06/2017,- it had 12.5 million square metres(sqm) of land onan attributableprimary land in Changsha and Nanjing amounted to about 14.4million sqm,reuters,0.0|0.761|0.239|0.296,0.0|1.0|0.0|0.0
360,Fitch Revises Modernland's Outlook to Stable; Affirms at 'B',23/06/2017,"(ASP) of around IDR1.7 millionper squaremetre (sqm), and Modernland has",reuters,0.0|0.784|0.216|0.296,0.0|1.0|0.0|0.0
361,"Fitch Assigns CNLP's Rating at 'B', Outlook Stable",22/06/2017,billion squaremetres (sqm) as ofend-2015 - in sharp contrast million sqm ofcompleted logisticproperties. CNLP is relatively,reuters,0.0|0.761|0.239|0.296,0.0|1.0|0.0|0.0
362,BRIEF-Palm Hills gets NUCA approval for integrated residential community in West Cairo,18/06/2017,"of integrated residential community spanning12.6 million sqm in West of up to 371k sqm of residential built up area (BUA),50k sqm",reuters,0.0|0.78|0.22|0.4767,0.0|1.0|0.0|0.0
363,BRIEF-Entra: lease contract with Norwegian Directorate of Health in Trondheimsporten,16/06/2017,"FOR 1,630 SQM IN TRONDHEIMSPORTEN, A NEW OFFICEBUILDING UNDER CONSTRUCTION",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
364,Fitch Downgrades Greenland to 'BB'; Outlook Negative,14/06/2017,"start gross floor area (GFA) totalled 19.3 millionsquare metres(sqm) in 2016, and this outpaced its land-acquisition GFA of14.9 million sqm",reuters,0.381|0.619|0.0|-0.5719,0.14|0.86|0.0|-0.4767
365,BRIEF-Kungsleden rents 1000 sqm of modern offices to Kronofogden,14/06/2017,June 14 (Reuters) - KUNGSLEDEN AB:* RENTS 1000 SQM OF MODERN OFFICES,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
366,BRIEF-Egypt's Palm Hills launches new sales and reservations in Palm Valley Mall and Palm Central,06/06/2017,"between EGP 55,000/SQM and EGP120,000/SQM* Palm Valley Mall sellingprice of EGP 38,000/SQMSource text for Eikon:Further company coverage:",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
367,BRIEF-Dufry extends contracts in Brazil until 2033,05/06/2017,"WILL ADD MORE SPACE INDUTY-FREE TOTALING CLOSE TO 2,200 SQM AND MORE THAN SQM​Source text for Eikon:Further company coverage:(Gdynia Newsroom)",reuters,0.0|0.8|0.2|0.128,0.0|1.0|0.0|0.0
368,BRIEF-Echo Investment Q1 net profit lowers to 62.3 mln zlotys,30/05/2017,"AND OFFICEPROJECTS WHOSE TOTAL RENTAL AREA IS OVER 130,000 SQM",reuters,0.121|0.645|0.234|0.34,0.0|1.0|0.0|0.0
369,BRIEF-Schroder EU Real Estate Investment Trust buys shopping centre in Seville,23/05/2017,"Direkt* The 23,500 sqm shopping centre is let to 50 tenants, witha significant convenience retail offering, anchored by a 2,300sqm",reuters,0.0|0.752|0.248|0.5106,0.0|0.909|0.091|0.2023
370,BRIEF-Global Logistic Properties signs new leases in Japan and China,22/05/2017,"182,000 Sqm (2 Million Sq Ft) of new leases in Japanand ChinaSource text for Eikon:Further company coverage:",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
371,"CANADA STOCKS-TSX rises, energy leads broad rally as oil climbs",19/05/2017,asthe fertilizer producer's chief executive said a change in SQM'sgovernance,reuters,0.0|0.811|0.189|0.2732,0.0|1.0|0.0|0.0
372,"CANADA STOCKS-TSX rises broadly as banks, resources lead rally",19/05/2017,producer's chief executive said a change in SQM'sgovernance that gave Potash,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
373,SQM governance changes no signal of Potash Corp interest in bigger stake: CEO,18/05/2017,"lithium producer SQM, which give shareholder Potash Corp of Saskatchewan shareholders in SQM have agreed to change the way board decisions are made",reuters,0.136|0.679|0.185|0.2023,0.0|0.913|0.087|0.2732
374,Potash CEO says SQM governance changes no signal of Potash interest in raising stake-CEO,18/05/2017,"producer SQM, which give shareholder PotashCorp of Saskatchewan greater",reuters,0.128|0.698|0.174|0.2023,0.0|0.762|0.238|0.3612
375,SQM says to expand lithium production as demand grows,18/05/2017,"SANTIAGO, May 18 (Reuters) - Chile's SQM said it wasplanning in electric vehicles and mobilephones.SQM has access to vast mineral",reuters,0.139|0.648|0.213|0.2023,0.0|1.0|0.0|0.0
376,BRIEF-SQM qtrly earnings per ADR $0.39,17/05/2017,"May 17 (Reuters) - Sociedad Quimica Y Minera De Chile Sa:* Q1 2017 revenues were US$531.9 million, higher thanrevenues reported during Q1",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
377,"BRIEF-LPP confirms Q1 net loss at 117 mln zlotys, plans gross margin at 52-53 pct in 2017",17/05/2017,"ON YEAR AND RETAIL SPACE INCREASED TO 913,900 SQMFROM 855,000 SQM YEAR. BY ABOUT 102,200 SQM* THE CAPEX PLANNED IN 2017 AMOUNTS TO ABOUT",reuters,0.265|0.735|0.0|-0.6597,0.0|0.89|0.11|0.4278
378,"BRIEF-Global Logistic Properties leases 275,000 SQM in China",03/05/2017,"May 4 (Reuters) - Global Logistic Properties Ltd* Signed 275,000 square meters of new leases in china withfour leaders in e-commerce",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
379,Fitch Affirms IRSA Foreign Currency IDR at 'B'; Outlook Stable,25/04/2017,"with 77,252 sqm asof Dec 31, 2016. IRSA PC's cumulative tenants' sales",reuters,0.0|0.804|0.196|0.296,0.0|1.0|0.0|0.0
380,Shareholders in Chilean lithium firm SQM shake up governance,18/04/2017,"SANTIAGO, April 18 (Reuters) - Three top shareholders inChile's SQM holds just over 30 percent of SQM, and has three board seats, while",reuters,0.175|0.825|0.0|-0.1779,0.0|0.921|0.079|0.2023
381,Fitch Downgrades Sunshine 100's Notes to 'CCC'; Affirms 'B-' IDR,11/04/2017,"Construction scale was large, with3.3 millionsquare metres (sqm) of total million sqm were newly started in2016. Fitchestimates annual",reuters,0.0|0.738|0.262|0.4939,0.0|1.0|0.0|0.0
382,Fitch Assigns Modernland's USD240m Notes 'B' Final Rating,10/04/2017,") of around IDR1.7 million per square metre (sqm), andModernland has",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
383,BRIEF-Technopolis acquires office property in Vilnius,06/04/2017,"OF AT LEAST20,000 SQM* INVESTMENT VALUE OF DEAL IS APPROXIMATELY EUR 32",reuters,0.0|1.0|0.0|0.0,0.0|0.778|0.222|0.4824
384,BRIEF-Kungsleden leases office to Lidl in Emporia Office,06/04/2017,REALESTATE OFFICE FOR 400 SQM OFFICE SPACE IN RECENTLY ACCESSED,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
385,BRIEF-Genova Property Group leases about 2500 sqm in Borås,03/04/2017,April 3 (Reuters) - GENOVA PROPERTY GROUP AB* TOGETHER WITH JÄRNGRINDEN AB LEASES ABOUT 2500 SQUAREMETERS IN BORÅS* ASSOCIATED COMPANY,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
386,BRIEF-Accentro Real Estate acquires 333 apartments in Leipzig,03/04/2017,in leipzig for 665 euros / sqm purchasedSource text for Eikon:Further company coverage:(Gdynia Newsroom),reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
387,Fitch Assigns 'B(EXP)' to Modernland's Proposed USD Notes,03/04/2017,"million per square metre (sqm), andModernland hassufficient land",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
388,BRIEF-CPI Property Group units completes acquisition of a retail portfolio,29/03/2017,"of approximately 265 thousand sqm (the""Portfolio"") from two funds managed",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
389,"BRIEF-Alstria Office Reit signs 10-year lease for 5,900 sqm asset",28/03/2017,"March 28 (Reuters) - Alstria Office Reit AG* Says leases 5,900 sqm",reuters,0.0|0.783|0.217|0.3612,0.0|1.0|0.0|0.0
390,BRIEF-Standard Chartered Private Equity announces real estate investment in Seoul,28/03/2017,"to acquire a 5,853 sqm sitelocated in Insadong, Seoul* $43.5 mln site",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
391,"BRIEF-Corem rents out 16,000 sqm in Stockholm",27/03/2017,"March 27 (Reuters) - COREM PROPERTY GROUP AB* RENTS OUT 16,000 SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
392,"BRIEF-Groupe Minoteries sells 40,000 sqm of land in Penthalaz",27/03/2017,"March 27 (Reuters) - Groupe Minoteries SA:* Has sold over 40,000 sqm",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
393,BRIEF-Effnetplattformen: SBB I Norden buys DNB Bank's headquarters in Oslo,23/03/2017,"lettable area of 49,000 sqm and total rentalincome of about 187 million",reuters,0.0|1.0|0.0|0.0,0.272|0.728|0.0|-0.6249
394,BRIEF-Fabege: Naturvårdsverket to become tenant in project in Hammarby,21/03/2017,"contract concerns 7,700 sqm, with an annualrent of around 24 million",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
395,BRIEF-LSR Group FY 2016 profit for the period down at RUB 9.16 billion,17/03/2017,thousand sqmin 2017Source text for Eikon:Further company coverage:($1 = 57.8100 roubles) (Gdynia Newsroom),reuters,0.0|0.805|0.195|0.4404,0.0|1.0|0.0|0.0
396,BRIEF-Heimstaden acquires Ståhl Fastigheter AB,14/03/2017,"Fastigheter ab (formerlyKretia), comprising about 90,000 sqm in Uppsala/sqm* Transaction is executed as asset transaction throughcompany",reuters,0.0|1.0|0.0|0.0,0.0|0.857|0.143|0.3612
397,BRIEF-Confidence and Atrium Ljungberg sign contract on fire safety solution in Sickla,14/03/2017,"safety solution for 39,000 sqm inSickla, Nacka* Initial order value from",reuters,0.145|0.545|0.309|0.4019,0.0|0.516|0.484|0.7579
398,"BRIEF-Deutsche Euroshop buys shopping center in Czech Republic, approves capital increase",07/03/2017,"* Olympia Center has approximately 85,000 sqm of leasablespace, more",reuters,0.0|0.643|0.357|0.6124,0.0|1.0|0.0|0.0
399,Crowded herd of lithium explorers faces culling as supplies rise,06/03/2017,"withproducer SQM, and investments by Jiangxi GanfengLithium Co",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
400,BRIEF-Paul Hartmann to acquire P&G Incontinence Brand in Spain/Portugal,02/03/2017,"property, contracts with employees, 25,000-sqm manufacturingfacility",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
401,Fitch Assigns Xinyuan Real Estate's USD Notes Final 'B',01/03/2017,"to 2.2 million square metres (sqm) at end-2016, from2.3 million sqm contracted salesASP of USD1,564 per sqm in 2016 was also higher than",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
402,Codelco's lithium assets lure big sector companies: CEO,28/02/2017,"He declined to say whether Chile's SQM, one of the world's biggest",reuters,0.0|0.805|0.195|0.1779,0.0|1.0|0.0|0.0
403,Albemarle's Chilean lithium plant partially closed after storm,27/02/2017,"batteries used byelectric vehicles. Chile's SQM , which alsooperates",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
404,BRIEF-Global Logistic Properties signs leases with service providers in China,20/02/2017,"106,000 Sqm (1.1m Sq Ft) Of Leases With 3plservice providers in China",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
405,Chile's SQM sees lithium demand growing 8-10 pct this year - paper,19/02/2017,"BUENOS AIRES, Feb 19 (Reuters) - Chile's SQM expects demand El Mercurio on Sunday.SQM, one of the world'sbiggest producers",reuters,0.123|0.738|0.139|0.0516,0.081|0.919|0.0|-0.128
406,Fitch Rates Xinyuan's Proposed USD Notes 'B(EXP)',15/02/2017,"decreased to 2.2 million square metres (sqm) by end-2016, from2.3 million sqm at end-2015. Its landbank will last for two years - based",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
407,BRIEF-Banimmo sells office building in Antwerp,15/02/2017,"of 14,000 sqm along innerring of AntwerpSource text for Eikon: Further company coverage: (Gdynia Newsroom)",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
408,BRIEF--Entra signs new lease contract with IBM in Sundtkvartalet in Oslo,13/02/2017,"for 7,260 sqm inSundtkvartalet in Oslo.* Contract starts from Oct",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
409,Cornish lithium dreams may die in South America's salt lakes: Andy Home,06/02/2017,", and the purchase of a small stake in Chilean brine producer SQM.Ganfeng has of a new Argentine brine operation, Cauchar-Olaroz. SQM also has a stake",reuters,0.235|0.602|0.163|-0.296,0.0|1.0|0.0|0.0
410,RPT-COLUMN-Cornish lithium dreams may die in South America's salt lakes: Andy Home,06/02/2017,", and the purchaseof a small stake in Chilean brine producer SQM.Ganfengthe development of a new Argentine brine operation,Cauchar-Olaroz.SQM also",reuters,0.235|0.602|0.163|-0.296,0.0|1.0|0.0|0.0
411,COLUMN-Cornish lithium dreams may die in South America's salt lakes: Andy Home,03/02/2017,"in Chilean brine producer SQM.Ganfeng has similarly been wasting no time operation,Cauchar-Olaroz.SQM also has a stake in the project as does",reuters,0.235|0.602|0.163|-0.296,0.214|0.786|0.0|-0.5994
412,"BRIEF-VIB Vermoegen invests in sites with total area of more than 100,000 sqm",03/02/2017,"with a total area of 105,500 sqm in regions within BavariaSource text - http",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
413,"BRIEF-TLG Immobilien closes in full occupancy after renting out 6,000 sqm in Alexanderstrasse",26/01/2017,"after renting out 6,000 sqm inAlexanderstrasse 1, 3, 5 in Berlin",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
414,BRIEF-Entra: new and extended 10-year lease contract with Norconsult in Sandvika,24/01/2017,"for 3,250 sqm in Block 1 at Kjørbo in Sandvika* Norconsult increased duration of their current lease contract of 7,700 sqm in Block 9 and10",reuters,0.0|1.0|0.0|0.0,0.208|0.717|0.075|-0.5719
415,"BRIEF-Kungsleden acquires Emporia Office in Hyllie, Malmö",20/01/2017,"in Hyllie, Malmö* Offices' leasable area amounts to 10,250 sqm, which means area of approximately 50,000 sqm.Source text for Eikon:Further company coverage: (Gdynia Newsroom)",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
416,"BRIEF-Entra sells its 45,000 sqm Kristiansand portfolio",18/01/2017,"Jan 18 (Reuters) - Entra ASA :* Sale of Entra's 45,000 sqm",reuters,0.0|1.0|0.0|0.0,0.0|0.741|0.259|0.5423
417,Chile to invite bids on value-added lithium tech in April,17/01/2017,as relations remain bitter with local lithium producer SQM  under a pre-existing contract that Corfo wants to terminate,reuters,0.0|0.849|0.151|0.1531,0.149|0.851|0.0|-0.4215
418,BRIEF-Global Logistic Properties signs new leases in China and Japan,16/01/2017,"128,000 sqm (1.4 million sq ft) of new leases inchina and japanSource",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
419,Chile's SQM paying $30 mln to resolve U.S. corruption cases,13/01/2017,company Sociedad Quimica y Minera de Chile SA (SQM) has agreed to pay. Securities andExchange Commission said on Friday.SQM made nearly $15,reuters,0.0|0.776|0.224|0.3818,0.059|0.759|0.181|0.4404
420,Chile's SQM to pay $30 million U.S. penalty over invoices case,13/01/2017,"SANTIAGO (Reuters) - Chilean lithium and fertilizer giant SQM said and be monitored for two years.Meanwhile, SQM said it had agreed with the SEC",reuters,0.328|0.672|0.0|-0.5267,0.0|0.913|0.087|0.2732
421,Chile's SQM to pay $30 mln U.S. penalty over invoices case,13/01/2017,"and fertilizer giantSQM said on Friday it had agreed to pay more than $30 million million and be monitored for twoyears.Meanwhile, SQM said it had",reuters,0.328|0.672|0.0|-0.5267,0.053|0.868|0.079|0.1779
422,BRIEF-Fabege signs lease with Snow Software,09/01/2017,"covering about 4,100 sqm at an annual rent totalling justover 11",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
423,BRIEF-Blackwall says Blackwall Property Trust enters into agreement to purchase office building in Hobart CBD,02/01/2017,"entered into an agreement topurchase a 3,450 sqm commercial office building",reuters,0.0|0.667|0.333|0.7579,0.0|0.738|0.262|0.4939
424,Fitch: Modern Land's Bond Rating Unchanged Following Tap Issuance,28/12/2016,wasmerely 2.4 million square metres (sqm) in gross floor area (GFA sqm in 1H16. The land bank isenough for less than two years of sales,reuters,0.0|1.0|0.0|0.0,0.114|0.886|0.0|-0.4767
425,BRIEF-Publity buys office space Quattrium in Ratingen,27/12/2016,"of almost 28,000 sqm, in Ratingen near DuesseldorfSource text",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
426,"BRIEF-Entra renews 9,400 sqm in Oslo",20/12/2016,"Dec 20 (Reuters) - Entra ASA :* Renews 9,400 sqm in Drammensveien",reuters,0.0|1.0|0.0|0.0,0.0|0.741|0.259|0.5423
427,"Oro Blanco indirect stake sale in Chile's SQM fails, shares plummet",15/12/2016,"of an indirect stake in lithium and fertilizerfirm SQM after no suitable offers,"" Oro Blanco said in a statement.Shares in SQM fell 7.1 percent after",reuters,0.2|0.643|0.157|-0.1531,0.087|0.913|0.0|-0.296
428,"Factbox: New mines, expansions in lithium",15/12/2016,"and chemical producer SQM  said it planned to invest around $30 with SQM in Argentina, billed as the third largest lithium brine",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
429,Chilean regulator draws up environmental charges against SQM: reports,04/12/2016,charges against lithium giant SQM for a series of alleged environmental SQM Salar Atacama project in northern Chile for a period of time,reuters,0.208|0.792|0.0|-0.2732,0.095|0.905|0.0|-0.2732
430,BRIEF-GIEAG Immobilien buys fully leased commercial properties in Karlsruhe,30/11/2016,"commercial properties in Karlsruhe with a total area of 32,300 sqm* Total",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
431,SQM quarterly profit more than quadruples as lithium prices boom,23/11/2016,"(Reuters) - Chile's SQM , one of the world's biggest quadrupled, powered by higher lithium prices.SQM, which also produces iodine",reuters,0.0|0.756|0.244|0.4404,0.0|1.0|0.0|0.0
432,BRIEF-SQM Q3 reporting net income of $0.21 per ADR,23/11/2016,Nov 23 (Reuters) - Sociedad Quimica Y Minera De Chile Sa* SQM,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
433,Chile regulator says purchase of SQM stake may require public share offer,22/11/2016,Calichera must make a public offer toshareholders in fertilizer company SQM if the acquisition allowsthe purchaser to control SQM's board,reuters,0.0|0.833|0.167|0.296,0.0|1.0|0.0|0.0
434,BRIEF-SODIC expects to bring EGP 45-50 bln of inventory over 10 years,22/11/2016,"* With 5.5 million SQM of unutilized land, co expects tobring EGP 45",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
435,BRIEF-Migrationsverket signs new agreement with Fabege,22/11/2016,"with Fabege* Lease covers approximately 17,000 sqm of building's totaloffice space of 36,000 sqm, and will continue for a period",reuters,0.0|0.61|0.39|0.4939,0.0|1.0|0.0|0.0
436,BRIEF-Fibra Uno buys mixed-use property in Guadalajara's Metropolitan Area,11/11/2016,"on Thursday it had acquired a plot of land with anarea of 43,607 sqm)property with a gross leasable area of 105,000 sqm, plus 225hotel",reuters,0.0|1.0|0.0|0.0,0.129|0.871|0.0|-0.4767
437,BRIEF-Fibra Uno buys FRIMAX portfolio,11/11/2016,"located in the State of Mexico with 623,529 sqm of grossleasable area",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
438,Fitch Rates Bright Galaxy's USD Notes Final 'BBB-',04/11/2016,more than 20 million sqm GFA ofaffordable housing projects,reuters,0.0|0.707|0.293|0.4404,0.0|1.0|0.0|0.0
439,BRIEF-Greentown China Holdings Jan-Oct contracted sales of about RMB78.4 bln,03/11/2016,"billion,with an approximate average selling price of rmb21,287 per sqm",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
440,Chile holds line on lithium exploration limits despite price rise,02/11/2016,Major global lithium producers include Chile's SQM . (Editing by Alexander Smith),reuters,0.0|0.826|0.174|0.2263,0.0|1.0|0.0|0.0
441,"BRIEF-Patrizia Immobilien acquires 223,000 sqm residential portfolio across Western Germany",02/11/2016,"Nov 2 (Reuters) - Patrizia Immobilien AG :* Acquires 223,000 sqm",reuters,0.0|1.0|0.0|0.0,0.0|0.696|0.304|0.5423
442,Fitch Affirms Beijing Capital Land at 'BB+'; Outlook Stable,28/10/2016,"price (ASP) to CNY19,600/sqm. The higher ASP was mainly due to above CNY17,000/sqm in 2016, and aboveCNY20,000 in 2017-2018",reuters,0.0|0.784|0.216|0.296,0.0|1.0|0.0|0.0
443,Chile lithium firm SQM seeks to leave behind Pinochet legacy,27/10/2016,giant SQM ismoving into new countries and products and offering more royalty dispute with the government.SQM is one of the world'sbiggest,reuters,0.118|0.882|0.0|-0.0516,0.13|0.87|0.0|-0.4549
444,BRIEF-Entra signs two lease contracts at Papirbredden 3 in Drammen,27/10/2016,"5-year lease contract with Axactor Norway for1,060 sqmMunicipality for 1,870 sqmSource text for Eikon:Further company coverage: (Gdynia Newsroom)",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
445,Fitch Assign's Alam Sutera's USD245m Notes 'B+' Final Rating,26/10/2016,19 million square meters(sqm) available for development million sqm of landto CFLD annually for the next five years,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
446,"BRIEF-Immofinanz leases 6,300 sqm of office space to Coca-Cola HBC Austria",24/10/2016,"Oct 24 (Reuters) - Immofinanz AG* Leases 6,300 sqm of office space to Coca-Cola HBC Austria- new rentals totalling 12,000 sqm",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
447,Fitch Assigns First-Time 'BBB-' Rating to Beijing Capital Development,20/10/2016,The group has developed more than 20 million sqm GFA ofaffordable,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
448,"BRIEF-Kungsleden leases about 2,000 sqm in the property Lustgården 12 in Stockholm",19/10/2016,"with three tenants with a totalarea of approximately 2,000 sqm",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
449,"BRIEF-Kungsleden leases 2,600 sqm to Incoord in Danderyd",19/10/2016,"consultant Incoord Installationscoordinator for 2,568 sqmoffice",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
450,Fitch Assigns 'B+(EXP)' to Alam Sutera's Proposed US Dollar Notes,14/10/2016,The company had a land bank of over 19 million square meters(sqm of this agreement and is expected to sell around 1 million sqm of landto CFLD,reuters,0.0|1.0|0.0|0.0,0.0|0.865|0.135|0.5789
451,Fitch Rates Modern Land's Proposed USD Notes 'B+(EXP)',12/10/2016,"available-for-sale land bank wasmerely 2.4 million square metres (sqm with attributable sales GFA of 545,000 sqm in 1H16. The land bank isenough for less",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
452,Fitch Affirms Alam Sutera at 'B+'; Outlook Negative,11/10/2016,"meters(sqm) available for development, with a carrying value of over of this agreement and is expected to sell around 1 million sqm of land",reuters,0.346|0.654|0.0|-0.5719,0.0|0.765|0.235|0.7311
453,"BRIEF-Global Logistic Properties leases 32,000 sqm to Walmart in China",10/10/2016,"32,000 sqm (344,000 sq ft) to Walmart in ChinaSource text for Eikon: Further company coverage:",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
454,BRIEF-Entra signs new lease contracts in Sundtkvartalet in Oslo,10/10/2016,"with Knowit for 4,400 sqm and 5-year lease contract withTidal for 1,700 sqm in Sundtkvartalet in Oslo* Says property is now 70 pct pre-let",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
455,Electric car revolution brightens outlook for a medley of metals,05/10/2016,"in Argentina. Among South American companies, Chile's SQM",reuters,0.0|0.762|0.238|0.3612,0.0|1.0|0.0|0.0
